	TCGA-91-6828-01A	TCGA-86-6562-01A	TCGA-55-8094-01A	TCGA-67-3771-01A	TCGA-49-AARN-01A
ENSG00000284250.1	0	0	0	0	0
ENSG00000284251.1	0	0	0	0	0
ENSG00000284252.1	0	0	0	0	0
ENSG00000284253.1	0	0	0	0	0
ENSG00000284256.1	0	0	0	0	0
ENSG00000284258.1	0	0	0	0	0
ENSG00000284259.1	0	0	0	0	0
ENSG00000284261.1	0	0	0	0	0
ENSG00000284263.1	0	0	0	0	0
ENSG00000284265.1	0	0	0	0	0
ENSG00000284266.1	0	1	0	0	0
ENSG00000284268.1	0	0	0	0	0
ENSG00000284269.1	0	0	0	0	0
ENSG00000284272.1	0	0	0	0	0
ENSG00000284276.1	0	0	0	0	0
ENSG00000284277.1	0	0	0	0	0
ENSG00000284280.1	0	0	0	0	0
ENSG00000284283.1	0	0	0	0	0
ENSG00000284284.1	0	0	0	0	0
ENSG00000284286.1	0	0	0	0	0
ENSG00000284288.1	0	0	0	0	0
ENSG00000284289.1	0	0	0	0	0
ENSG00000284291.1	0	0	0	0	0
ENSG00000284292.1	2	0	7	2	0
ENSG00000284293.1	0	0	0	0	0
ENSG00000284294.1	3	1	1	1	0
ENSG00000284299.1	0	0	0	0	0
ENSG00000284300.1	0	0	0	0	0
ENSG00000284305.1	0	0	0	0	0
ENSG00000284306.1	0	0	0	0	0
ENSG00000284308.1	12	25	48	14	24
ENSG00000284309.1	0	0	3	0	0
ENSG00000284310.1	0	0	0	0	0
ENSG00000284311.1	0	0	0	0	0
ENSG00000284317.1	0	0	0	0	0
ENSG00000284321.1	0	0	0	0	0
ENSG00000284324.1	0	0	0	0	0
ENSG00000284325.1	0	0	0	0	0
ENSG00000284327.1	0	0	0	0	0
ENSG00000284328.1	0	0	0	0	0
ENSG00000284329.1	0	0	0	0	0
ENSG00000284331.1	0	0	0	0	0
ENSG00000284332.1	0	0	0	0	0
ENSG00000284334.1	0	0	0	0	0
ENSG00000284336.1	0	0	0	0	0
ENSG00000284337.1	0	0	0	0	0
ENSG00000284341.1	0	0	0	0	0
ENSG00000284343.1	0	0	0	0	0
ENSG00000284344.1	0	0	0	0	0
ENSG00000284346.1	0	0	0	0	0
ENSG00000284351.1	0	0	0	0	0
ENSG00000284353.1	0	0	0	0	0
ENSG00000284356.1	0	0	0	0	0
ENSG00000284357.1	0	0	0	0	0
ENSG00000284360.1	0	0	0	0	0
ENSG00000284361.1	0	0	0	0	0
ENSG00000284362.1	0	0	0	0	0
ENSG00000284363.1	0	0	0	0	0
ENSG00000284364.1	0	0	0	0	0
ENSG00000284368.1	0	0	0	0	0
ENSG00000284370.1	0	0	0	0	0
ENSG00000284372.1	0	0	0	0	0
ENSG00000284373.1	0	0	0	0	0
ENSG00000284375.1	0	0	0	0	0
ENSG00000284376.1	0	0	3	0	0
ENSG00000284377.1	0	0	0	0	3
ENSG00000284378.1	0	0	0	0	0
ENSG00000284380.1	0	0	0	0	0
ENSG00000284385.1	0	0	0	0	0
ENSG00000284386.1	0	0	0	0	0
ENSG00000284387.1	0	0	0	0	0
ENSG00000284388.1	0	0	0	0	0
ENSG00000284391.1	3	6	1	1	2
ENSG00000284393.1	0	0	0	0	0
ENSG00000284394.1	0	0	0	0	0
ENSG00000284395.2	23	2	12	1	1
ENSG00000284399.1	0	0	0	0	0
ENSG00000284402.1	0	0	0	1	0
ENSG00000284407.1	0	0	0	0	0
ENSG00000284410.1	0	0	0	0	0
ENSG00000284411.1	0	0	0	0	0
ENSG00000284412.1	0	0	0	0	0
ENSG00000284415.1	0	0	0	0	0
ENSG00000284416.1	0	0	0	0	0
ENSG00000284418.2	0	10	6	1	1
ENSG00000284419.1	0	0	0	0	0
ENSG00000284421.1	0	0	0	0	0
ENSG00000284424.1	0	0	0	0	0
ENSG00000284425.1	0	0	0	0	0
ENSG00000284427.1	0	0	0	0	0
ENSG00000284428.1	39	26	95	84	41
ENSG00000284430.1	5	9	0	8	10
ENSG00000284431.1	1	1	0	0	1
ENSG00000284433.1	0	0	0	0	0
ENSG00000284435.1	0	0	0	0	0
ENSG00000284436.1	0	0	0	0	0
ENSG00000284438.1	0	0	0	0	0
ENSG00000284439.1	0	0	0	0	0
ENSG00000284440.1	0	0	0	0	0
ENSG00000284442.1	0	0	0	0	0
ENSG00000284443.1	0	0	0	0	0
ENSG00000284446.1	0	0	0	0	0
ENSG00000284447.1	0	0	0	0	0
ENSG00000284448.1	0	0	0	0	0
ENSG00000284450.1	0	0	0	0	0
ENSG00000284452.1	0	0	0	0	0
ENSG00000284453.1	0	0	0	0	0
ENSG00000284458.1	0	0	0	0	0
ENSG00000284459.1	0	0	0	0	0
ENSG00000284461.2	0	0	1	0	0
ENSG00000284463.1	0	0	0	0	0
ENSG00000284464.1	0	0	0	0	0
ENSG00000284465.1	0	0	0	0	0
ENSG00000284469.1	0	0	0	0	0
ENSG00000284471.1	1	0	1	1	2
ENSG00000284473.1	0	0	0	0	0
ENSG00000284474.1	0	0	0	0	0
ENSG00000284479.1	0	0	0	0	0
ENSG00000284481.1	0	0	0	0	0
ENSG00000284482.1	0	0	0	0	0
ENSG00000284484.1	2	1	0	4	0
ENSG00000284485.1	0	0	0	0	1
ENSG00000284488.1	0	0	0	0	0
ENSG00000284489.1	0	0	0	0	0
ENSG00000284490.1	0	0	1	0	0
ENSG00000284491.2	0	0	0	2	0
ENSG00000284498.1	0	0	0	0	0
ENSG00000284499.1	0	0	0	0	0
ENSG00000284500.3	0	0	0	0	0
ENSG00000284503.1	0	0	0	0	0
ENSG00000284505.1	1	0	0	5	4
ENSG00000284508.1	0	0	0	0	0
ENSG00000284512.1	4	5	5	1	2
ENSG00000284513.1	0	0	0	0	0
ENSG00000284516.1	0	0	0	0	1
ENSG00000284517.1	0	0	0	0	0
ENSG00000284518.1	0	0	0	0	0
ENSG00000284519.1	0	0	0	0	0
ENSG00000284520.1	0	0	0	0	0
ENSG00000284522.1	0	0	0	0	0
ENSG00000284523.2	3	5	27	8	8
ENSG00000284525.1	0	0	0	0	0
ENSG00000284526.1	4	11	15	16	20
ENSG00000284532.1	0	0	0	0	0
ENSG00000284534.1	0	0	0	0	0
ENSG00000284535.1	0	0	0	0	0
ENSG00000284536.1	0	0	0	0	0
ENSG00000284538.1	0	0	0	0	0
ENSG00000284540.1	0	0	0	1	0
ENSG00000284541.1	0	0	0	0	0
ENSG00000284542.1	0	0	0	0	0
ENSG00000284543.1	55	12	387	48	13
ENSG00000284544.1	0	0	0	0	0
ENSG00000284546.1	0	0	0	0	0
ENSG00000284547.1	0	0	0	0	0
ENSG00000284550.1	0	0	0	0	0
ENSG00000284553.1	0	0	0	0	0
ENSG00000284554.2	0	0	0	0	0
ENSG00000284557.1	0	0	0	0	0
ENSG00000284558.1	0	0	0	0	0
ENSG00000284561.1	0	0	0	0	0
ENSG00000284564.1	0	0	0	0	0
ENSG00000284565.1	0	0	0	0	0
ENSG00000284567.1	0	0	0	0	0
ENSG00000284568.1	0	0	0	0	0
ENSG00000284570.1	0	0	0	0	0
ENSG00000284572.1	0	0	0	1	0
ENSG00000284574.1	0	0	0	0	0
ENSG00000284575.1	0	0	0	1	0
ENSG00000284583.1	0	0	0	0	0
ENSG00000284584.1	0	0	0	0	0
ENSG00000284585.1	0	0	0	0	0
ENSG00000284586.1	0	0	0	0	0
ENSG00000284587.1	0	0	0	0	0
ENSG00000284591.1	0	0	0	0	0
ENSG00000284592.2	0	0	0	0	0
ENSG00000284594.1	0	1	0	0	0
ENSG00000284595.1	0	0	0	0	0
ENSG00000284596.1	0	0	0	0	0
ENSG00000284600.1	0	0	0	0	0
ENSG00000284601.1	1	0	1	0	1
ENSG00000284602.1	9	10	22	15	18
ENSG00000284603.1	0	0	0	0	0
ENSG00000284604.1	0	0	0	0	0
ENSG00000284605.1	2	0	0	1	0
ENSG00000284606.1	1	2	0	1	6
ENSG00000284607.1	0	1	3	2	6
ENSG00000284608.1	0	0	0	0	0
ENSG00000284609.1	0	0	0	0	0
ENSG00000284610.1	1	3	1	2	8
ENSG00000284611.1	0	0	0	0	1
ENSG00000284612.1	0	0	1	0	0
ENSG00000284613.1	0	0	0	0	0
ENSG00000284614.1	0	0	0	0	0
ENSG00000284615.1	10	1	28	0	3
ENSG00000284616.1	1	0	0	0	0
ENSG00000284617.1	0	1	1	0	0
ENSG00000284618.1	4	2	1	3	0
ENSG00000284619.1	0	0	0	0	0
ENSG00000284620.2	0	1	1	3	5
ENSG00000284621.1	1	1	2	6	8
ENSG00000284622.2	0	1	0	3	0
ENSG00000284623.1	0	0	0	0	0
ENSG00000284624.1	4	1	1	7	11
ENSG00000284625.1	0	0	0	2	0
ENSG00000284626.1	0	0	0	0	0
ENSG00000284627.1	0	0	0	0	0
ENSG00000284628.1	0	0	0	0	0
ENSG00000284629.1	0	0	0	0	0
ENSG00000284630.1	0	6	3	5	5
ENSG00000284631.1	0	1	0	3	0
ENSG00000284632.1	0	0	3	0	0
ENSG00000284633.1	1	9	9	7	6
ENSG00000284634.1	5	8	19	7	6
ENSG00000284635.1	0	0	0	0	0
ENSG00000284636.1	2	0	0	3	23
ENSG00000284637.1	0	0	0	0	0
ENSG00000284638.1	0	19	7	10	2
ENSG00000284639.1	0	0	0	0	0
ENSG00000284640.1	2	0	0	0	3
ENSG00000284641.1	0	0	0	0	0
ENSG00000284642.1	5	12	38	69	19
ENSG00000284643.1	0	0	0	1	0
ENSG00000284644.1	0	0	0	0	0
ENSG00000284645.1	0	0	0	0	0
ENSG00000284646.1	0	0	0	11	0
ENSG00000284648.1	0	0	2	9	18
ENSG00000284649.1	1	1	0	1	1
ENSG00000284650.1	0	0	0	0	0
ENSG00000284651.1	0	0	2	4	5
ENSG00000284652.1	2	13	2	5	8
ENSG00000284653.1	0	0	1	0	0
ENSG00000284654.1	1	5	4	2	10
ENSG00000284655.1	0	0	0	0	1
ENSG00000284656.1	0	0	0	0	0
ENSG00000284657.1	3	1	0	1	3
ENSG00000284658.1	0	0	0	0	0
ENSG00000284659.1	0	0	0	20	0
ENSG00000284660.1	0	0	0	0	0
ENSG00000284661.1	0	0	0	0	0
ENSG00000284662.1	0	0	0	0	0
ENSG00000284663.1	0	0	0	0	0
ENSG00000284664.1	3	3	3	8	9
ENSG00000284665.1	0	0	0	0	0
ENSG00000284666.1	0	0	0	0	0
ENSG00000284667.1	0	0	0	0	0
ENSG00000284668.2	0	0	7	451	0
ENSG00000284669.1	49	11	56	8	18
ENSG00000284670.1	3	0	6	17	1
ENSG00000284671.1	0	0	0	0	0
ENSG00000284672.1	2	9	1	13	0
ENSG00000284673.1	0	0	0	0	0
ENSG00000284674.1	0	0	0	0	0
ENSG00000284675.1	1	2	0	1	1
ENSG00000284676.1	1	0	0	1	1
ENSG00000284677.1	0	1	1	0	3
ENSG00000284678.1	7	2	3	3	2
ENSG00000284679.1	0	0	0	0	0
ENSG00000284680.1	0	0	0	0	0
ENSG00000284682.1	0	0	0	0	0
ENSG00000284684.1	0	0	0	0	0
ENSG00000284685.1	2	1	0	0	0
ENSG00000284686.1	2	0	3	26	0
ENSG00000284687.1	0	0	0	0	0
ENSG00000284688.1	0	0	0	0	0
ENSG00000284689.1	0	0	0	0	1
ENSG00000284690.3	9	11	0	3	0
ENSG00000284691.1	48	96	166	176	212
ENSG00000284692.2	0	0	0	0	0
ENSG00000284693.1	14	31	26	40	24
ENSG00000284694.1	0	0	0	0	0
ENSG00000284695.1	0	0	0	0	3
ENSG00000284696.2	0	0	0	0	0
ENSG00000284697.1	0	0	0	2	1
ENSG00000284698.1	0	0	0	0	0
ENSG00000284699.1	0	1	0	0	0
ENSG00000284700.1	0	8	0	0	2
ENSG00000284701.1	0	1	0	0	0
ENSG00000284702.1	0	1	0	0	0
ENSG00000284703.1	0	0	2	29	0
ENSG00000284704.1	0	0	0	0	0
ENSG00000284705.1	0	0	0	1	0
ENSG00000284706.1	0	0	0	4	0
ENSG00000284707.2	39	32	30	26	57
ENSG00000284708.1	1	1	6	5	2
ENSG00000284709.1	3	0	0	3	0
ENSG00000284710.1	0	0	0	0	0
ENSG00000284711.1	0	0	0	1	0
ENSG00000284713.1	11	4	483	1	8
ENSG00000284715.1	0	0	0	0	0
ENSG00000284716.1	3	10	5	3	7
ENSG00000284717.1	0	1	4	0	0
ENSG00000284718.1	0	0	0	0	0
ENSG00000284719.1	13	24	45	15	13
ENSG00000284720.1	0	0	0	0	0
ENSG00000284721.1	1	0	0	0	0
ENSG00000284722.2	1	1	3	0	0
ENSG00000284723.1	0	0	6	0	0
ENSG00000284724.1	0	0	0	0	0
ENSG00000284725.1	0	0	0	0	0
ENSG00000284726.1	9	10	30	1	7
ENSG00000284727.1	0	0	72	9	13
ENSG00000284728.1	0	0	0	0	0
ENSG00000284730.1	10	2	9	3	5
ENSG00000284731.1	3	1	2	3	3
ENSG00000284732.1	0	0	0	0	0
ENSG00000284733.1	0	0	0	0	0
ENSG00000284734.1	3	2	0	9	4
ENSG00000284735.1	3	6	17	21	6
ENSG00000284736.1	0	0	0	0	0
ENSG00000284738.1	3	6	14	18	7
ENSG00000284739.1	0	0	0	0	0
ENSG00000284740.1	3	30	20	24	6
ENSG00000284741.1	0	0	0	0	0
ENSG00000284742.1	0	0	0	0	0
ENSG00000284743.1	0	0	2	0	0
ENSG00000284744.1	0	0	0	0	1
ENSG00000284745.1	0	0	0	0	0
ENSG00000284746.1	0	0	0	0	0
ENSG00000284747.1	44	61	126	42	65
ENSG00000284748.1	0	0	0	1	3
ENSG00000284753.2	55	98	283	347	149
ENSG00000284762.1	0	0	0	0	0
ENSG00000284763.1	0	0	0	0	0
ENSG00000284770.2	32	35	64	74	29
ENSG00000284772.1	0	0	0	0	0
ENSG00000284773.1	13	12	12	28	48
ENSG00000284776.1	0	0	0	0	0
ENSG00000284779.2	0	0	0	0	0
ENSG00000284783.1	0	0	1	0	0
ENSG00000284788.1	0	0	0	0	0
ENSG00000284791.2	4	12	1	1	2
ENSG00000284797.1	0	0	1	5	101
ENSG00000284800.1	0	0	0	0	0
ENSG00000284803.1	0	0	0	0	0
ENSG00000284808.1	0	0	1	0	0
ENSG00000284809.1	0	1	2	0	1
ENSG00000284820.1	0	0	5	14	0
ENSG00000284823.1	0	0	2	0	0
ENSG00000284824.1	0	0	0	0	0
ENSG00000284825.1	6	0	0	1	1
ENSG00000284829.1	0	0	0	0	0
ENSG00000284830.1	2	3	10	4	2
ENSG00000284834.1	0	0	0	0	0
ENSG00000284837.1	0	1	0	1	0
ENSG00000284839.1	0	0	12	0	0
ENSG00000284840.1	0	0	0	0	0
ENSG00000284842.1	0	0	0	0	0
ENSG00000284844.1	0	0	2	0	0
ENSG00000284846.1	0	0	0	0	0
ENSG00000284847.1	0	0	0	0	0
ENSG00000284848.2	0	0	0	0	1
ENSG00000284858.1	4	0	1	1	0
ENSG00000284862.3	3	7	7	14	10
ENSG00000284867.1	0	0	0	0	0
ENSG00000284873.1	0	0	0	0	0
ENSG00000284874.1	9	9	4	38	34
ENSG00000284876.1	0	0	0	0	0
ENSG00000284879.1	1	2	2	2	2
ENSG00000284882.1	14	6	20	15	29
ENSG00000284883.1	5	0	11	0	1
ENSG00000284892.1	0	0	0	0	0
ENSG00000284895.1	0	0	0	0	0
ENSG00000284902.1	0	0	4	0	0
ENSG00000284906.2	0	0	0	0	0
ENSG00000284914.1	5	1	0	2	2
ENSG00000284917.1	0	0	0	0	0
ENSG00000284922.2	2	1	10	6	2
ENSG00000284928.1	1	0	1	2	7
ENSG00000284930.1	0	1	3	2	1
ENSG00000284931.1	0	0	0	0	0
ENSG00000284932.1	0	0	0	0	0
ENSG00000284934.2	0	0	2	0	0
ENSG00000284946.1	33	21	49	41	12
ENSG00000284948.1	19	9	103	35	38
ENSG00000284951.1	0	0	0	0	0
ENSG00000284952.1	0	0	1	1	0
ENSG00000284954.1	0	1	4	1	3
ENSG00000284956.1	0	0	0	0	0
ENSG00000284957.1	0	0	0	0	0
ENSG00000284959.2	6	22	14	7	25
ENSG00000284962.1	0	0	0	0	0
ENSG00000284964.1	0	0	0	0	0
ENSG00000284966.3	3	18	14	7	17
ENSG00000284968.1	47	84	56	47	55
ENSG00000284969.1	2	1	0	0	0
ENSG00000284976.1	219	920	678	712	909
ENSG00000284977.2	7	5	0	25	1
ENSG00000284981.1	1	0	0	0	1
ENSG00000284985.1	0	0	0	1	0
ENSG00000284986.1	0	0	0	0	0
ENSG00000284987.1	0	0	0	0	0
ENSG00000284988.1	0	0	0	0	0
ENSG00000284989.1	0	0	0	0	0
ENSG00000284994.1	0	0	1	1	0
ENSG00000284999.1	3	1	0	10	5
ENSG00000285000.1	1	0	1	2	0
ENSG00000285006.1	0	0	0	0	0
ENSG00000285010.1	0	0	0	0	0
ENSG00000285012.1	0	0	0	1	0
ENSG00000285016.1	0	0	1	0	0
ENSG00000285018.1	10	4	22	5	7
ENSG00000285020.1	0	0	0	0	0
ENSG00000285025.1	0	0	0	0	0
ENSG00000285030.1	0	0	0	0	0
ENSG00000285035.1	0	0	0	0	0
ENSG00000285040.1	0	0	0	0	0
ENSG00000285041.1	0	0	0	0	0
ENSG00000285042.1	0	0	0	0	0
ENSG00000285043.2	7	39	22	14	34
ENSG00000285045.1	0	0	0	10	0
ENSG00000285051.2	0	1	97	2	1
ENSG00000285053.1	23	42	56	68	38
ENSG00000285057.1	0	0	0	0	0
ENSG00000285062.1	0	0	0	0	0
ENSG00000285064.2	0	0	0	0	0
ENSG00000285068.1	0	0	0	0	1
ENSG00000285076.1	0	0	0	0	0
ENSG00000285077.2	4	5	21	20	12
ENSG00000285079.1	0	1	1	0	0
ENSG00000285080.1	0	1	0	1	1
ENSG00000285081.1	11	0	4	11	7
ENSG00000285082.2	0	0	0	0	0
ENSG00000285085.1	0	0	0	0	0
ENSG00000285090.1	1	4	1	7	2
ENSG00000285091.1	5	3	20	8	12
ENSG00000285094.1	0	0	0	0	0
ENSG00000285095.2	0	0	0	0	3
ENSG00000285100.1	0	0	0	0	0
ENSG00000285102.1	0	1	0	2	0
ENSG00000285103.2	53	31	28	47	33
ENSG00000285106.2	15	12	23	16	25
ENSG00000285108.1	4	21	2	327	96
ENSG00000285115.1	0	0	0	0	0
ENSG00000285116.1	0	0	0	0	0
ENSG00000285117.1	0	0	0	2	0
ENSG00000285122.1	1	0	0	1	2
ENSG00000285128.1	12	9	29	38	23
ENSG00000285130.2	7	10	12	47	21
ENSG00000285133.1	0	0	0	0	0
ENSG00000285135.1	0	0	0	0	0
ENSG00000285142.1	0	0	0	1	0
ENSG00000285144.1	0	0	0	0	0
ENSG00000285151.1	0	0	0	0	0
ENSG00000285155.1	3	2	0	0	3
ENSG00000285159.1	2	6	23	9	1
ENSG00000285160.1	0	0	0	0	0
ENSG00000285162.1	0	0	0	3	1
ENSG00000285163.1	0	0	0	1	1
ENSG00000285165.1	10	1	0	4	0
ENSG00000285169.2	0	0	0	0	0
ENSG00000285171.1	0	0	0	0	0
ENSG00000285177.1	0	1	1	0	0
ENSG00000285179.1	0	0	0	0	0
ENSG00000285184.3	85	82	383	36	84
ENSG00000285188.1	2	3	8	7	4
ENSG00000285190.1	0	0	0	0	0
ENSG00000285191.1	0	0	0	0	0
ENSG00000285201.1	0	0	0	0	0
ENSG00000285204.1	0	0	0	0	0
ENSG00000285205.2	1	0	0	0	1
ENSG00000285210.1	4	17	19	3	22
ENSG00000285212.1	0	0	4	2	7
ENSG00000285215.2	2	4	1	1	2
ENSG00000285216.1	0	0	0	0	0
ENSG00000285218.1	0	0	1	0	0
ENSG00000285219.2	105	168	44	53	95
ENSG00000285220.1	0	0	0	0	0
ENSG00000285228.1	0	0	0	2	0
ENSG00000285230.2	75	308	430	870	204
ENSG00000285231.1	2	0	0	0	0
ENSG00000285237.1	0	0	1	0	0
ENSG00000285238.2	0	0	0	0	0
ENSG00000285239.1	1	0	0	0	0
ENSG00000285244.1	3	3	0	2	2
ENSG00000285245.1	0	0	0	0	0
ENSG00000285253.1	0	0	0	2	0
ENSG00000285254.2	0	0	0	3	0
ENSG00000285257.1	12	9	7	9	15
ENSG00000285268.1	0	0	0	0	0
ENSG00000285269.2	1	0	4	9	2
ENSG00000285278.1	3	4	91	11	29
ENSG00000285280.2	7	11	21	31	2
ENSG00000285283.1	0	0	0	0	0
ENSG00000285287.1	0	1	0	2	1
ENSG00000285292.1	0	0	0	0	0
ENSG00000285294.1	1	1	0	1	2
ENSG00000285300.1	0	0	0	0	1
ENSG00000285303.1	0	0	0	2	1
ENSG00000285304.1	0	0	0	0	0
ENSG00000285314.1	0	0	0	0	0
ENSG00000285323.1	0	0	0	0	0
ENSG00000285325.1	0	0	0	0	2
ENSG00000285329.1	0	1	2	3	0
ENSG00000285330.1	0	0	0	0	0
ENSG00000285331.2	27	52	60	65	70
ENSG00000285336.1	0	3	0	1	1
ENSG00000285338.1	0	0	0	0	0
ENSG00000285347.1	0	0	0	0	2
ENSG00000285354.1	0	0	0	0	0
ENSG00000285361.1	0	0	0	2	2
ENSG00000285366.1	4	0	0	0	0
ENSG00000285367.1	0	0	0	0	0
ENSG00000285370.1	0	0	0	0	0
ENSG00000285373.2	122	52	36	16	31
ENSG00000285374.1	0	0	0	1	2
ENSG00000285382.1	0	0	0	0	0
ENSG00000285388.1	0	0	0	0	0
ENSG00000285398.1	4	0	1	0	0
ENSG00000285401.1	1	0	0	0	2
ENSG00000285402.1	0	0	0	0	3
ENSG00000285404.1	0	0	0	0	0
ENSG00000285405.1	0	0	0	0	0
ENSG00000285407.1	0	0	261	65	0
ENSG00000285409.1	0	0	0	0	0
ENSG00000285410.1	179	149	259	581	329
ENSG00000285412.1	0	0	0	0	0
ENSG00000285413.1	0	0	1	0	0
ENSG00000285416.1	2	10	6	15	13
ENSG00000285417.1	34	16	5	26	117
ENSG00000285420.1	13	3	1	17	19
ENSG00000285424.1	0	0	0	0	0
ENSG00000285427.1	4	7	12	9	2
ENSG00000285437.1	10	15	13	11	10
ENSG00000285444.1	0	0	0	0	0
ENSG00000285445.1	0	0	0	0	0
ENSG00000285446.1	0	0	0	0	0
ENSG00000285447.1	0	0	0	0	0
ENSG00000285448.1	0	2	2	0	0
ENSG00000285454.1	0	0	0	0	0
ENSG00000285458.1	0	6	5	2	4
ENSG00000285462.1	0	0	0	0	0
ENSG00000285467.1	0	2	3	2	2
ENSG00000285470.1	0	0	0	0	0
ENSG00000285471.1	0	0	0	0	0
ENSG00000285472.1	0	0	0	0	0
ENSG00000285473.1	0	0	7	1	0
ENSG00000285476.1	0	1	1	9	3
ENSG00000285480.1	0	4	0	1	1
ENSG00000285483.1	0	0	0	0	0
ENSG00000285486.1	0	0	3	2	2
ENSG00000285491.1	0	0	0	0	0
ENSG00000285492.1	15	13	2	13	9
ENSG00000285498.1	0	0	0	0	0
ENSG00000285505.1	0	0	0	0	0
ENSG00000285508.1	0	0	0	0	0
ENSG00000285509.1	0	4	5	2	4
ENSG00000285513.1	0	0	0	0	0
ENSG00000285517.1	16	16	255	16	51
ENSG00000285518.1	2	2	4	28	4
ENSG00000285519.1	0	0	0	0	0
ENSG00000285520.1	0	0	0	0	3
ENSG00000285521.1	0	0	1	0	0
ENSG00000285522.1	0	0	0	0	0
ENSG00000285523.1	0	1	3	0	0
ENSG00000285524.1	0	0	0	0	0
ENSG00000285525.1	0	0	2	0	0
ENSG00000285526.1	0	0	0	0	0
ENSG00000285527.1	0	0	0	0	2
ENSG00000285528.1	0	0	0	0	0
ENSG00000285529.1	0	0	0	0	0
ENSG00000285530.1	0	2	1	1	3
ENSG00000285531.1	7	11	15	17	13
ENSG00000285532.2	1	0	1	1	0
ENSG00000285533.2	63	102	206	74	108
ENSG00000285534.1	0	0	46	2	2
ENSG00000285535.2	4	2	0	9	10
ENSG00000285536.1	0	0	0	0	0
ENSG00000285537.1	0	0	0	0	0
ENSG00000285538.1	0	0	0	0	0
ENSG00000285539.1	0	0	0	0	0
ENSG00000285540.1	0	0	0	5	0
ENSG00000285541.1	0	0	0	0	0
ENSG00000285542.1	0	0	0	0	0
ENSG00000285543.1	0	0	0	0	0
ENSG00000285544.1	0	0	0	0	0
ENSG00000285545.1	0	0	0	1	0
ENSG00000285547.1	0	0	1	0	0
ENSG00000285548.1	0	0	0	0	0
ENSG00000285549.1	0	0	0	0	0
ENSG00000285550.1	0	0	1	0	0
ENSG00000285551.2	0	1	0	0	0
ENSG00000285552.1	0	0	0	0	0
ENSG00000285553.1	0	0	2	0	0
ENSG00000285554.1	1	0	1	2	2
ENSG00000285555.1	0	0	0	0	0
ENSG00000285556.1	0	0	0	0	0
ENSG00000285557.1	0	0	0	0	0
ENSG00000285558.1	0	0	0	0	0
ENSG00000285559.1	1	0	0	1	0
ENSG00000285560.1	3	1	2	4	2
ENSG00000285561.1	0	0	0	0	0
ENSG00000285562.1	0	0	0	0	0
ENSG00000285563.1	0	0	0	0	0
ENSG00000285564.2	2	0	2	1	0
ENSG00000285565.1	0	0	0	0	0
ENSG00000285566.1	0	0	0	0	0
ENSG00000285567.2	0	0	0	1	0
ENSG00000285568.1	0	0	0	0	0
ENSG00000285569.2	4	3	10	5	2
ENSG00000285570.1	0	25	2	2	0
ENSG00000285571.1	26	2	2	1	2
ENSG00000285572.2	3	1	21	3	3
ENSG00000285573.1	0	0	0	0	0
ENSG00000285575.1	0	0	0	0	2
ENSG00000285576.1	0	0	1	1	0
ENSG00000285577.1	0	1	0	0	0
ENSG00000285578.1	0	0	1	1	0
ENSG00000285579.1	3	0	0	0	2
ENSG00000285580.1	0	0	0	0	0
ENSG00000285581.1	1	3	0	0	5
ENSG00000285582.1	0	0	1	0	0
ENSG00000285583.1	0	0	0	0	0
ENSG00000285584.2	0	0	0	0	0
ENSG00000285585.1	0	0	0	0	0
ENSG00000285586.1	0	0	0	0	0
ENSG00000285587.1	0	0	0	0	0
ENSG00000285588.1	0	0	9	0	1
ENSG00000285589.1	21	12	30	23	35
ENSG00000285590.1	0	0	0	0	0
ENSG00000285591.1	51	0	38	3	4
ENSG00000285592.1	0	0	0	0	0
ENSG00000285593.1	0	0	1	0	0
ENSG00000285594.1	0	0	1	0	1
ENSG00000285595.1	0	0	0	0	0
ENSG00000285596.1	8	10	12	7	10
ENSG00000285597.1	0	0	0	0	1
ENSG00000285598.1	0	0	0	0	0
ENSG00000285599.1	2	0	2	4	0
ENSG00000285600.1	3	1	2	6	7
ENSG00000285601.1	9	4	1795	2	5
ENSG00000285602.1	1	1	2	3	2
ENSG00000285603.1	0	0	0	0	0
ENSG00000285604.1	0	1	0	0	0
ENSG00000285605.1	0	0	0	0	0
ENSG00000285606.1	0	1	0	0	0
ENSG00000285607.1	0	0	0	0	0
ENSG00000285608.1	0	2	2	2	0
ENSG00000285609.1	0	0	0	0	0
ENSG00000285610.1	0	0	0	0	0
ENSG00000285611.2	1	0	0	0	0
ENSG00000285612.1	0	0	0	51	1
ENSG00000285613.1	0	0	0	0	0
ENSG00000285614.1	0	0	6	10	6
ENSG00000285615.1	0	0	0	0	0
ENSG00000285616.1	0	0	1	0	0
ENSG00000285618.1	0	3	1	6	2
ENSG00000285619.1	0	0	0	0	0
ENSG00000285620.1	0	0	0	0	0
ENSG00000285621.1	0	2	3	0	2
ENSG00000285622.1	1	2	0	0	1
ENSG00000285623.1	0	0	0	0	0
ENSG00000285624.2	0	23	36	20	3
ENSG00000285625.1	0	0	0	0	0
ENSG00000285626.1	0	0	0	0	0
ENSG00000285627.1	0	1	11	0	0
ENSG00000285628.1	0	0	0	0	0
ENSG00000285629.1	0	0	0	0	0
ENSG00000285630.1	0	0	1	2	0
ENSG00000285631.1	1	0	2	0	0
ENSG00000285632.1	6	11	19	9	24
ENSG00000285633.1	0	0	0	1	0
ENSG00000285634.2	0	1	1	0	0
